ListKey	cooling	deck	dishwasher	heating	last_sold	laundry	num_rooms	num_stories	parking	porch	school_score	listing-type	price	zestimate	doz	property-address	bed	bath	area	year	lotsize	broker	property-link	security	TransitScore	WalkScore	Street	City	State	Zipcode
3750					"192,000"		2	1	2		8.333333333	House For Sale	289000		6	"509 Cobblestone Ct, Roseville, CA95747"	2	2	1198	1996	"5,018"	Coldwell Banker Residential Brokerage - Sacramento-Metro	http://www.zillow.com/homedetails/509-Cobblestone-Ct-Roseville-CA-95747/17737107_zpid/		0	5	509 Cobblestone Ct	 Roseville	CA	95747
3751	1			1	"421,000"		1	1	2		7.666666667	House For Sale	510000		6	"3331 Lake Terrace Dr, Elk Grove, CA95758"	6	3	3603	1998	"8,015"	Coldwell Banker Residential Brokerage - Elk Grove	http://www.zillow.com/homedetails/3331-Lake-Terrace-Dr-Elk-Grove-CA-95758/25935065_zpid/		0	13	3331 Lake Terrace Dr	 Elk Grove	CA	95758
3752							3	1	2		9	House For Sale	2300000		6	"842 Muirlands Vista Way, La Jolla, CA92037"	3	2	1620	1955	12196.8	Coldwell Banker Residential Brokerage - Rancho Santa Fe	http://www.zillow.com/homedetails/842-Muirlands-Vista-Way-La-Jolla-CA-92037/16851118_zpid/		0	18	842 Muirlands Vista Way	 La Jolla	CA	92037
3753					"685,000"		4	1	0		8.666666667	House For Sale	849888		6	"6765 Lopez Canyon Way, San Diego, CA92126"	4		2509	2013		Coldwell Banker Residential Brokerage - Carmel Valley-Southern California	http://www.zillow.com/homedetails/6765-Lopez-Canyon-Way-San-Diego-CA-92126/116084575_zpid/		0	11	6765 Lopez Canyon Way	 San Diego	CA	92126
3754	1		1	1	"112,000"	1	3	1	3		4.666666667	House For Sale	195000		6	"60379 Cramer St, Palm Springs, CA92262"	3	2	1661	2006	"6,969"	Coldwell Banker Residential Brokerage - Palm Springs	http://www.zillow.com/homedetails/60379-Cramer-St-Palm-Springs-CA-92262/79840534_zpid/		0	11	60379 Cramer St	 Palm Springs	CA	92262
3755					"200,000"		3	1	0		4.666666667	House For Sale	389000		6	"2334 N San Gorgonio Rd, Palm Springs, CA92262"	3		1115	1979	"10,018"	Coldwell Banker Residential Brokerage - Palm Springs	http://www.zillow.com/homedetails/2334-N-San-Gorgonio-Rd-Palm-Springs-CA-92262/18018076_zpid/		0	8	2334 N San Gorgonio Rd	 Palm Springs	CA	92262
3756					"655,000"		3	1	0		5.333333333	House For Sale	799000		6	"3439 Atwater Ave, Los Angeles, CA90039"	3		1598	1924	"6,751"	Coldwell Banker Residential Brokerage - Downtown Los Angeles	http://www.zillow.com/homedetails/3439-Atwater-Ave-Los-Angeles-CA-90039/20750911_zpid/		0	79	3439 Atwater Ave	 Los Angeles	CA	90039
3757							0	1	0		6	Condo For Sale	1300000		6	"1046 Princeton Dr UNIT 119, Marina Del Rey, CA90292"		2	2630	2010	46173.6	Sotheby's International Realty - Pacific Palisades Brokerage	http://www.zillow.com/homedetails/1046-Princeton-Dr-UNIT-119-Marina-Del-Rey-CA-90292/114417487_zpid/		0	62	1046 Princeton Dr UNIT 119	 Marina Del Rey	CA	90292
3758			1				0	1	0		6	Condo For Sale	816000		6	"1046 Princeton Dr UNIT 110, Marina Del Rey, CA90292"		1	1500	2010	46173.6	Sotheby's International Realty - Pacific Palisades Brokerage	http://www.zillow.com/homedetails/1046-Princeton-Dr-UNIT-110-Marina-Del-Rey-CA-90292/114417518_zpid/		0	62	1046 Princeton Dr UNIT 110	 Marina Del Rey	CA	90292
3759							0	1	0		6	Condo For Sale	2150000		6	"1046 Princeton Dr UNIT 117, Marina Del Rey, CA90292"		2	3830	2010	46173.6	Sotheby's International Realty - Pacific Palisades Brokerage	http://www.zillow.com/homedetails/1046-Princeton-Dr-UNIT-117-Marina-Del-Rey-CA-90292/114417599_zpid/		0	62	1046 Princeton Dr UNIT 117	 Marina Del Rey	CA	90292
3760	1		1	1			0	1	2		6	Condo For Sale	1175000		6	"1046 Princeton Dr UNIT 208, Marina Del Rey, CA90292"		1	2203	2010	46173.6	Sotheby's International Realty - Pacific Palisades Brokerage	http://www.zillow.com/homedetails/1046-Princeton-Dr-UNIT-208-Marina-Del-Rey-CA-90292/114417957_zpid/		0	62	1046 Princeton Dr UNIT 208	 Marina Del Rey	CA	90292
3761	1		1	1			0	1	0		6	Condo For Sale	1196000		6	"1046 Princeton Dr UNIT 120, Marina Del Rey, CA90292"		2	2332	2010	46173.6	Sotheby's International Realty - Pacific Palisades Brokerage	http://www.zillow.com/homedetails/1046-Princeton-Dr-UNIT-120-Marina-Del-Rey-CA-90292/114417960_zpid/		0	62	1046 Princeton Dr UNIT 120	 Marina Del Rey	CA	90292
3762			1				0	1	0		6	Condo For Sale	1895000		6	"1046 Princeton Dr UNIT 205, Marina Del Rey, CA90292"		1	3030	2010	46173.6	Sotheby's International Realty - Pacific Palisades Brokerage	http://www.zillow.com/homedetails/1046-Princeton-Dr-UNIT-205-Marina-Del-Rey-CA-90292/114418011_zpid/		0	62	1046 Princeton Dr UNIT 205	 Marina Del Rey	CA	90292
3763	1	1	1	1	"1,900,000"	1	5	1	1	1	4.666666667	House For Sale	2100000		6	"10165 La Canada Way, Sunland, CA91040"	5		5733	2005	121096.8	Sotheby's International Realty - Pasadena Brokerage	http://www.zillow.com/homedetails/10165-La-Canada-Way-Sunland-CA-91040/20089106_zpid/	1	0	2	10165 La Canada Way	 Sunland	CA	91040
3764			1				2	1	0		7.333333333	Co-op For Sale	3225000		6	"1050 North Pt APT 1502-03A, San Francisco, CA94109"	2	3				Sotheby's International Realty - San Francisco Brokerage	http://www.zillow.com/homedetails/1050-North-Pt-APT-1502-03A-San-Francisco-CA-94109/2104274881_zpid/		0	92	1050 North Pt APT 1502-03A	 San Francisco	CA	94109
3765							0	1	0		5	Lot/Land For Sale	45000		6	"Gilliland Dr, Yuba City, CA95991"						Coldwell Banker Associated Brokers - CA	http://www.zillow.com/homedetails/Gilliland-Dr-Yuba-City-CA-95991/2104274917_zpid/		0	57	Gilliland Dr	 Yuba City	CA	95991
3766	1	1		1	"64,000"		8	1	1		9.666666667	House For Sale	910000	948000	6	"1411 Dana Pl, Fullerton, CA92831"	5	3	3044	1964	20908.8	RE/MAX Cornerstone	http://www.zillow.com/homedetails/1411-Dana-Pl-Fullerton-CA-92831/25350493_zpid/		30	16	1411 Dana Pl	 Fullerton	CA	92831
3767					"450,500"		5	1	7		5	House For Sale	299900	246000	6	"1768 Caseros Dr, San Jacinto, CA92582"	5	3	3133	2006	"7,841"	RODRIGUEZ & ASSOCIATES REALTY	http://www.zillow.com/homedetails/1768-Caseros-Dr-San-Jacinto-CA-92582/69295392_zpid/		0	1	1768 Caseros Dr	 San Jacinto	CA	92582
3768					"238,000"		5	1	7		7.333333333	House For Sale	448000	437000	6	"19655 Rotterdam St, Riverside, CA92508"	5	3	2714	2003	"8,276"	RODRIGUEZ & ASSOCIATES REALTY	http://www.zillow.com/homedetails/19655-Rotterdam-St-Riverside-CA-92508/59418513_zpid/		28	37	19655 Rotterdam St	 Riverside	CA	92508
3769	1			1			6	1	1		6	House For Sale	250000	305000	6	"18051 Birch St, Perris, CA92570"	3	2	1598	1982	43560	RODRIGUEZ & ASSOCIATES REALTY	http://www.zillow.com/homedetails/18051-Birch-St-Perris-CA-92570/17909371_zpid/		0	1	18051 Birch St	 Perris	CA	92570
3770					"400,000"		3	1	0		8	House For Sale	514000	517000	6	"6201 Valley Circle Blvd APT 12, Woodland Hills, CA91367"	3	2	2012	1985	57499.2	Brian Whitcanack	http://www.zillow.com/homedetails/6201-Valley-Circle-Blvd-APT-12-Woodland-Hills-CA-91367/19872759_zpid/		0	32	6201 Valley Circle Blvd APT 12	 Woodland Hills	CA	91367
3771							0	1	0		6.333333333	Lot/Land For Sale	80000		6	"Goetz Rd, Quail Valley, CA "						Coldwell Banker Assoc.Brks-CL	http://www.zillow.com/homedetails/Goetz-Rd-Quail-Valley-CA/2104275027_zpid/		0	0	Goetz Rd	 Quail Valley	CA	
3772							3	1	0		3.333333333	Home For Sale	169000		6	"340 Eucalyptus Dr # 340, San Jose, CA95134"	3	2	1120			Alain Pinel Realtors - Los Gatos	http://www.zillow.com/homedetails/340-Eucalyptus-Dr-340-San-Jose-CA-95134/2104275085_zpid/		0	0	340 Eucalyptus Dr # 340	 San Jose	CA	95134
3773					"340,000"		9	1	0		7	Foreclosure	524900	535000	6	"1418 Beechwood Dr, Martinez, CA94553"	4	3	1903	1961	"7,840"	Alain Pinel Realtors - Walnut Creek	http://www.zillow.com/homedetails/1418-Beechwood-Dr-Martinez-CA-94553/18395972_zpid/		0	16	1418 Beechwood Dr	 Martinez	CA	94553
3774	1		1	1	"1,160,000"	1	5	1	6		8.333333333	House For Sale	1299000		6	"8915 Los Lagos Cir S, Granite Bay, CA95746"	5	5	5465	2004	34412.4	Coldwell Banker Residential Brokerage - Roseville-Granite Bay	http://www.zillow.com/homedetails/8915-Los-Lagos-Cir-S-Granite-Bay-CA-95746/17668723_zpid/		0	0	8915 Los Lagos Cir S	 Granite Bay	CA	95746
3775							0	1	0		9.333333333	House For Sale	995000		6	"22102 Alamitos Rd, San Jose, CA95120"					1315512	Alain Pinel Realtors - Los Gatos	http://www.zillow.com/homedetails/22102-Alamitos-Rd-San-Jose-CA-95120/2111821976_zpid/		0	14	22102 Alamitos Rd	 San Jose	CA	95120
3776					"400,000"		2	1	0		9	House For Sale	779000	749000	6	"21437 Lee Dr, Los Gatos, CA95033"	3	2	1440	1926	"9,583"	Alain Pinel Realtors - Los Gatos	http://www.zillow.com/homedetails/21437-Lee-Dr-Los-Gatos-CA-95033/19752178_zpid/		0	17	21437 Lee Dr	 Los Gatos	CA	95033
3777					"194,500"		8	1	0		8.333333333	House For Sale	499000	506000	6	"90 Rolling Green Cir, Pleasant Hill, CA94523"	3	2	1409	1976	"1,742"	Alain Pinel Realtors - Danville / Blackhawk	http://www.zillow.com/homedetails/90-Rolling-Green-Cir-Pleasant-Hill-CA-94523/18389713_zpid/		0	54	90 Rolling Green Cir	 Pleasant Hill	CA	94523
3778							0	1	0		4	Lot/Land For Sale	7600		6	"662 Walnut Dr, Cedar Glen, CA92321"						AMY CONSTINTINE	http://www.zillow.com/homedetails/662-Walnut-Dr-Cedar-Glen-CA-92321/2104275096_zpid/		0	0	662 Walnut Dr	 Cedar Glen	CA	92321
3779					"448,000"		9	1	8		6.333333333	House For Sale	650000	695000	6	"1520 Carpenter Rd, Oakley, CA94561"	3	3	2585	1978	217800	Better Homes and Gardens Real Estate Mason-McDuffie	http://www.zillow.com/homedetails/1520-Carpenter-Rd-Oakley-CA-94561/18289061_zpid/		0	18	1520 Carpenter Rd	 Oakley	CA	94561
3780				1			7	1	0		2.666666667	Apartment For Sale	279000	267000	6	"2009 84th Ave, Oakland, CA94621"	3	2	1470	1944	"5,300"	Better Homes and Gardens Real Estate Highland Partners	http://www.zillow.com/homedetails/2009-84th-Ave-Oakland-CA-94621/24797959_zpid/		55	56	2009 84th Ave	 Oakland	CA	94621
3781					"256,500"		2	1	0		8.666666667	Foreclosure	196100	230000	6	"12555 Oaks North Dr APT 201, San Diego, CA92128"	2	2	1096	1977	197326.8	REALHome Services and Solutions	http://www.zillow.com/homedetails/12555-Oaks-North-Dr-APT-201-San-Diego-CA-92128/16740826_zpid/		0	8	12555 Oaks North Dr APT 201	 San Diego	CA	92128
3782					"380,000"		2	1	0		7.333333333	Foreclosure	386900	369000	6	"3603 W Hidden Ln UNIT 115, Rolling Hills Estates, CA90274"	2	2		1973	433422	REALHome Services and Solutions	http://www.zillow.com/homedetails/3603-W-Hidden-Ln-UNIT-115-Rolling-Hills-Estates-CA-90274/21345235_zpid/		0	38	3603 W Hidden Ln UNIT 115	 Rolling Hills Estates	CA	90274
3783	1			1	"121,000"	1	5	1	0		3.666666667	Foreclosure	235000	274000	6	"655 W Van Koevering St, Rialto, CA92376"	4		1955	1956	"7,700"	Million Dollar Funding Realty	http://www.zillow.com/homedetails/655-W-Van-Koevering-St-Rialto-CA-92376/17210185_zpid/		0	36	655 W Van Koevering St	 Rialto	CA	92376
3784			1		"410,000"	1	7	1	1		6.666666667	Foreclosure	318000	371000	6	"4075 Pearl Rd, Pollock Pines, CA95726"	3		2540	1983	28314	REALHome Services and Solutions	http://www.zillow.com/homedetails/4075-Pearl-Rd-Pollock-Pines-CA-95726/18587338_zpid/		0	0	4075 Pearl Rd	 Pollock Pines	CA	95726
3785					"353,500"		9	1	9		5.666666667	Foreclosure	264000	264000	6	"3 Dulcibbella Pl, Sacramento, CA95835"	4		1813	2007	"4,316"	Shelley Hescock	http://www.zillow.com/homedetails/3-Dulcibbella-Pl-Sacramento-CA-95835/69818183_zpid/		19	7	3 Dulcibbella Pl	 Sacramento	CA	95835
3786					"225,000"		3	1	5		6.666666667	Foreclosure	233200	251000	6	"43412 Liberty St, Indio, CA92201"	3	2	1478	2004	"8,276"	REALHome Services and Solutions	http://www.zillow.com/homedetails/43412-Liberty-St-Indio-CA-92201/64670074_zpid/		0	4	43412 Liberty St	 Indio	CA	92201
3787					"570,000"		8	1	0		5	Foreclosure	568000	471000	6	"6971 Lena Ave, West Hills, CA91307"	3	2	1570	1960	"8,506"	REALHome Services and Solutions	http://www.zillow.com/homedetails/6971-Lena-Ave-West-Hills-CA-91307/19869413_zpid/		0	60	6971 Lena Ave	 West Hills	CA	91307
3788							3	1	0		2.333333333	Foreclosure	117800		6	"756 W Avenue E, Lancaster, CA93534"	3	2	1477	1968	"6,016"	REALHome Services and Solutions	http://www.zillow.com/homedetails/756-W-Avenue-E-Lancaster-CA-93534/2104276330_zpid/		0	0	756 W Avenue E	 Lancaster	CA	93534
3789					"35,000"		5	1	6		5	Foreclosure	68300	86000	6	"15070 Tatum Rd, Victorville, CA92395"	3	1	1042	1953	"8,190"	REALHome Services and Solutions	http://www.zillow.com/homedetails/15070-Tatum-Rd-Victorville-CA-92395/17476488_zpid/		29	61	15070 Tatum Rd	 Victorville	CA	92395
3790					"58,181"		6	1	4		4.666666667	Foreclosure	79500	71000	6	"308 Grove Ave, Barstow, CA92311"	3	2	1288	1968	"6,600"	REALHome Services and Solutions	http://www.zillow.com/homedetails/308-Grove-Ave-Barstow-CA-92311/17275193_zpid/		0	40	308 Grove Ave	 Barstow	CA	92311
3791					"60,000"		3	1	8		8.666666667	Foreclosure	113420	121000	6	"430 W Beechwood Ave, Pinedale, CA93650"	3	1	1083	1996	"6,250"	REALHome Services and Solutions	http://www.zillow.com/homedetails/430-W-Beechwood-Ave-Pinedale-CA-93650/18649016_zpid/		0	63	430 W Beechwood Ave	 Pinedale	CA	93650
3792					"134,000"		7	1	8		2.666666667	Foreclosure	251700	242000	6	"1704 Crestview Dr, Antioch, CA94509"	1	1	1506	1964	"5,300"	Cargile Company Realtors Inc	http://www.zillow.com/homedetails/1704-Crestview-Dr-Antioch-CA-94509/18316053_zpid/		0	42	1704 Crestview Dr	 Antioch	CA	94509
3793							4	1	0		2	Foreclosure	157454		6	"1416 1420 Lake Bl, Redding, CA96003"	4	2	2042	1957		Cargile Company Realtors Inc	http://www.zillow.com/homedetails/1416-1420-Lake-Bl-Redding-CA-96003/2104276226_zpid/		16	27	1416 1420 Lake Bl	 Redding	CA	96003
3794	1				"407,000"		2	1	0		3.333333333	Foreclosure	239400	259000	6	"809 S Tamarind Ave, Compton, CA90220"	2	1	1032	1925	"4,965"	Cargile Company Realtors Inc	http://www.zillow.com/homedetails/809-S-Tamarind-Ave-Compton-CA-90220/21005457_zpid/		0	67	809 S Tamarind Ave	 Compton	CA	90220
3795					"415,000"		6	1	9		8.666666667	Foreclosure	365700	372000	6	"13071 Pinon St, Etiwanda, CA91739"	4	2	1159	1972	"8,260"	REALHome Services and Solutions	http://www.zillow.com/homedetails/13071-Pinon-St-Etiwanda-CA-91739/17312255_zpid/		0	13	13071 Pinon St	 Etiwanda	CA	91739
3796							2	1	0		5.333333333	Foreclosure	119900	119000	6	"1000 Bethany Ave, Turlock, CA95380"	2	1	1134	1948	"7,405"		http://www.zillow.com/homedetails/1000-Bethany-Ave-Turlock-CA-95380/16017805_zpid/		24	61	1000 Bethany Ave	 Turlock	CA	95380
3797							3	1	0		3.333333333	Foreclosure	130380	128000	6	"1102 Inyo Ave, Modesto, CA95358"	3	1	1600	1960	"6,498"	REALHome Services and Solutions	http://www.zillow.com/homedetails/1102-Inyo-Ave-Modesto-CA-95358/16028360_zpid/		21	36	1102 Inyo Ave	 Modesto	CA	95358
3798							5	1	0		4.333333333	Foreclosure	129900	121000	6	"2176 50th Ave, Sacramento, CA95822"	3	1		1964	"7,405"		http://www.zillow.com/homedetails/2176-50th-Ave-Sacramento-CA-95822/25836901_zpid/		30	24	2176 50th Ave	 Sacramento	CA	95822
3799					"727,000"		3	1	6		5	Foreclosure	420000	450000	6	"11816 Kemper Oaks Ct, Auburn, CA95603"	3	2	2687	2001	"8,276"		http://www.zillow.com/homedetails/11816-Kemper-Oaks-Ct-Auburn-CA-95603/54663792_zpid/		0	33	11816 Kemper Oaks Ct	 Auburn	CA	95603
3800					"498,500"		1	1	0		8.333333333	Condo For Sale	440000	407000	6	"400 Deer Valley Rd APT 2B, San Rafael, CA94903"	1	2		1990	933	Constance L. Kirwin	http://www.zillow.com/homedetails/400-Deer-Valley-Rd-APT-2B-San-Rafael-CA-94903/19289328_zpid/		0	18	400 Deer Valley Rd APT 2B	 San Rafael	CA	94903
3801					"140,000"		3	1	4		4	House For Sale	245000	199000	6	"16704 Sheffield St, Delhi, CA95315"	3		1973	2002	"5,227"	Century 21 M & M and Assoc	http://www.zillow.com/homedetails/16704-Sheffield-St-Delhi-CA-95315/59204397_zpid/		0	24	16704 Sheffield St	 Delhi	CA	95315
3802					"145,000"		3	1	1		5.666666667	House For Sale	235000	215000	6	"1945 Xavier Ave, Turlock, CA95382"	3	2	1252	1965	"6,969"	Century 21 M & M and Assoc	http://www.zillow.com/homedetails/1945-Xavier-Ave-Turlock-CA-95382/16049131_zpid/		29	58	1945 Xavier Ave	 Turlock	CA	95382
3803							2	1	0		5	Condo For Sale	323281		6	"199 Tiffany Ave APT 411, San Francisco, CA94110"	2	1		2004		Zephyr Real Estate	http://www.zillow.com/homedetails/199-Tiffany-Ave-APT-411-San-Francisco-CA-94110/2104276404_zpid/		0	94	199 Tiffany Ave APT 411	 San Francisco	CA	94110
3804	1				"210,000"		3	1	0		6.666666667	House For Sale	319900	296000	6	"30697 Alston Ln, Menifee, CA92584"	3	3	1901	2010	"6,534"	Tania Garcia Broker	http://www.zillow.com/homedetails/30697-Alston-Ln-Menifee-CA-92584/95845204_zpid/		0	3	30697 Alston Ln	 Menifee	CA	92584
3805					"1,565,000"		8	1	2		10	House For Sale	1995000		6	"12022 Titus Ave, Saratoga, CA95070"	4	5	2580	1962	11325.6	Coldwell Banker Residential Brokerage - Saratoga	http://www.zillow.com/homedetails/12022-Titus-Ave-Saratoga-CA-95070/19651721_zpid/		0	28	12022 Titus Ave	 Saratoga	CA	95070
3806	1			1	"520,000"		9	1	3		9.333333333	House For Sale	1585000	1260000	6	"16 Suncreek, Irvine, CA92604"	5	3	3800	1979	"9,147"	Maritime Properties	http://www.zillow.com/homedetails/16-Suncreek-Irvine-CA-92604/25489741_zpid/		34	43	16 Suncreek	 Irvine	CA	92604
3807	1		1	1	"150,000"		5	1	2		7	Condo For Sale	310000	306000	6	"4812 Embassy Cir, La Palma, CA90623"	2	2	1009	1980		CENTURY 21 ALLSTARS	http://www.zillow.com/homedetails/4812-Embassy-Cir-La-Palma-CA-90623/25669522_zpid/		0	36	4812 Embassy Cir	 La Palma	CA	90623
3808	1		1	1	"308,500"	1	5	1	2		9	House For Sale	379900	351000	6	"4727 Larwin Ave, Cypress, CA90630"	3	1		1965	"1,742"	Realty ONE Group	http://www.zillow.com/homedetails/4727-Larwin-Ave-Cypress-CA-90630/25326166_zpid/		0	37	4727 Larwin Ave	 Cypress	CA	90630
3809	1		1	1	"115,000"	1	3	1	1		6.333333333	House For Sale	250000		6	"519 Alamine Dr, Redding, CA96003"	3	2	1731	1988	"7,193"	Coldwell Banker C&C Properties	http://www.zillow.com/homedetails/519-Alamine-Dr-Redding-CA-96003/15241235_zpid/		19	17	519 Alamine Dr	 Redding	CA	96003
3810	1			1	"535,000"		3	1	4		5.333333333	Foreclosure	320000	359000	6	"537 Sacramento Ave, Spring Valley, CA91977"	3	2	1469	1964	"7,499"	"Aquila Real Estate, Inc."	http://www.zillow.com/homedetails/537-Sacramento-Ave-Spring-Valley-CA-91977/17126623_zpid/		0	64	537 Sacramento Ave	 Spring Valley	CA	91977
3811	1		1	1	"345,000"	1	3	1	3		6.666666667	House For Sale	796000	824000	6	"3207 Avenida Reposo, Escondido, CA92029"	3		2232	1987	94089.6	"San Diego Homes and Estates, Inc"	http://www.zillow.com/homedetails/3207-Avenida-Reposo-Escondido-CA-92029/16737271_zpid/	1	0	7	3207 Avenida Reposo	 Escondido	CA	92029
3812	1			1			4	1	0		3.333333333	Apartment For Sale	195000	231000	6	"3167-3169 Borrego Springs Rd, BORREGO SPRINGS, CA92004"	4	2	1496	1950	28314	Road Runner Realty	http://www.zillow.com/homedetails/3167-3169-Borrego-Springs-Rd-Borrego-Springs-CA-92004/16644955_zpid/		0	0	3167-3169 Borrego Springs Rd	 BORREGO SPRINGS	CA	92004
3813				1	"183,000"		6	1	0		4.333333333	House For Sale	189000	258000	6	"3823 Lincoln High Pl, Los Angeles, CA90031"	3	1		1921	"2,400"	Zimkin&Associates Inc.	http://www.zillow.com/homedetails/3823-Lincoln-High-Pl-Los-Angeles-CA-90031/20637948_zpid/		0	44	3823 Lincoln High Pl	 Los Angeles	CA	90031
3814	1		1	1	"295,000"		3	1	3		8.666666667	Townhouse For Sale	360000	367000	6	"1408 Burgundy Dr, Chula Vista, CA91913"	3	3	1500	2004		DRW Services group	http://www.zillow.com/homedetails/1408-Burgundy-Dr-Chula-Vista-CA-91913/63660793_zpid/		0	23	1408 Burgundy Dr	 Chula Vista	CA	91913
3815				1	"688,000"	1	3	1	2		8.333333333	Apartment For Sale	799000	843000	6	"4554-4556 Pescadero Ave, SAN DIEGO, CA92107"	3	2	1358	1952	"3,484"	"Ascent Real Estate, Inc."	http://www.zillow.com/homedetails/4554-4556-Pescadero-Ave-San-Diego-CA-92107/16962701_zpid/		0	52	4554-4556 Pescadero Ave	 SAN DIEGO	CA	92107
3816	1		1	1			7	1	1		7	House For Sale	649900	604000	6	"521 W Brentwood Ave, Orange, CA92865"	4	2	1607	1963	"7,405"	Ricci Realty	http://www.zillow.com/homedetails/521-W-Brentwood-Ave-Orange-CA-92865/25423292_zpid/	1	37	32	521 W Brentwood Ave	 Orange	CA	92865
3817	1			1	"1,175,000"		4	1	2		4	House For Sale	449990	566000	6	"19030 Santa Rosa Mine Rd, Perris, CA92570"	4	3	2775	1975	290980.8	"Griffin Real Estate, Inc."	http://www.zillow.com/homedetails/19030-Santa-Rosa-Mine-Rd-Perris-CA-92570/17909563_zpid/		0	0	19030 Santa Rosa Mine Rd	 Perris	CA	92570
3818	1			1	"186,500"		8	1	1		7	House For Sale	824888	724000	6	"15325 Hawthorn Ave, Chino Hills, CA91709"	5	3	2855	1980	20037.6	Help-U-Sell Prestige Properties	http://www.zillow.com/homedetails/15325-Hawthorn-Ave-Chino-Hills-CA-91709/17542820_zpid/	1	0	22	15325 Hawthorn Ave	 Chino Hills	CA	91709
3819	1		1	1	"281,000"		2	1	9		6.333333333	Foreclosure	235000	279000	6	"959 Essex Rd, Beaumont, CA92223"	2	2	1687	2005	"6,534"	CDN PREMIER REALTY	http://www.zillow.com/homedetails/959-Essex-Rd-Beaumont-CA-92223/69285206_zpid/	1	0	4	959 Essex Rd	 Beaumont	CA	92223
3820	1			1	"191,000"		7	1	0		4.333333333	House For Sale	272000	243000	6	"25424 Jaclyn Ave, Moreno Valley, CA92557"	3	2	1753	1972	12632.4	Century 21 Home Realtors	http://www.zillow.com/homedetails/25424-Jaclyn-Ave-Moreno-Valley-CA-92557/17995755_zpid/		0	12	25424 Jaclyn Ave	 Moreno Valley	CA	92557
3821	1		1	1	"185,000"		3	1	2		8.666666667	Condo For Sale	445000	441000	6	"2032 Driftstone Dr # 79, Glendora, CA91740"	3		1638	1986	120225.6	MARTY RODRIGUEZ REAL ESTATE	http://www.zillow.com/homedetails/2032-Driftstone-Dr-79-Glendora-CA-91740/21645924_zpid/		0	34	2032 Driftstone Dr # 79	 Glendora	CA	91740
3822	1			1			2	1	2		7.333333333	Home For Sale	69900		6	"416 Jeffries Ave SPC 49, Monrovia, CA91016"	2	2	1200	1975	43124.4	REALTY PRO GROUP	http://www.zillow.com/homedetails/416-Jeffries-Ave-SPC-49-Monrovia-CA-91016/2104276692_zpid/		0	34	416 Jeffries Ave SPC 49	 Monrovia	CA	91016
3823	1				"88,000"		5	1	0		3.666666667	House For Sale	97500	152000	6	"27041 Messina St, Highland, CA92346"	3	1		1954	"7,492"	REALTY PRO GROUP	http://www.zillow.com/homedetails/27041-Messina-St-Highland-CA-92346/59202986_zpid/		0	43	27041 Messina St	 Highland	CA	92346
3824	1				"62,000"		6	1	1		3.666666667	House For Sale	315000	357000	6	"1609 Waters Ave, Pomona, CA91766"	3	1		1948	"9,452"	"Griffin Real Estate, Inc."	http://www.zillow.com/homedetails/1609-Waters-Ave-Pomona-CA-91766/21515413_zpid/		0	36	1609 Waters Ave	 Pomona	CA	91766
3825	1				"200,000"		3	1	2		8	House For Sale	369900	375000	6	"1232 Fieldgate Ave, La Puente, CA91745"	3	2	1280	1958	"5,837"	REALTY PRO GROUP	http://www.zillow.com/homedetails/1232-Fieldgate-Ave-La-Puente-CA-91745/21469946_zpid/		0	35	1232 Fieldgate Ave	 La Puente	CA	91745
3826	1		1	1	"425,000"		6	1	2		8.333333333	House For Sale	388000		6	"887 El Paso Ct, San Dimas, CA91773"	2	2	1051	1984		Coldwell Banker Millennium	http://www.zillow.com/homedetails/887-El-Paso-Ct-San-Dimas-CA-91773/21532759_zpid/		0	44	887 El Paso Ct	 San Dimas	CA	91773
3827	1				"475,000"		4	1	3		7.666666667	House For Sale	605000	639000	6	"19754 Paige Pl, Saugus, CA91350"	4	4	2781	2006	11761.2	"Griffin Real Estate, Inc."	http://www.zillow.com/homedetails/19754-Paige-Pl-Saugus-CA-91350/68979405_zpid/		0	1	19754 Paige Pl	 Saugus	CA	91350
3828	1			1	"165,000"		7	1	1		5.666666667	House For Sale	249000	198000	6	"1754 Wildwood Ct, Merced, CA95340"	3	2	1760	1977	"6,969"	Realty executives	http://www.zillow.com/homedetails/1754-Wildwood-Ct-Merced-CA-95340/19160937_zpid/		0	11	1754 Wildwood Ct	 Merced	CA	95340
3829							0	1	0		5.333333333	Lot/Land For Sale	5000		6	"Sherwood Rd LOT 158, Weed, CA96094"					"10,018"	Century 21 Advantage	http://www.zillow.com/homedetails/Sherwood-Rd-LOT-158-Weed-CA-96094/2104276892_zpid/		0	0	Sherwood Rd LOT 158	 Weed	CA	96094
3830							0	1	0		2	Lot/Land For Sale	75600		6	"37 Mohave Trl, Graeagle, CA96103"					14374.8	"GRAEAGLE ASSOCIATES, REALTORS"	http://www.zillow.com/homedetails/37-Mohave-Trl-Graeagle-CA-96103/2104276907_zpid/		0	12	37 Mohave Trl	 Graeagle	CA	96103
3831		1	1	1			4	1	2		3	House For Sale	328500		6	"81 Hazelwood Ln, Trinity Center, CA96091"	3	2	1560	2006	12196.8	Big Valley Properties	http://www.zillow.com/homedetails/81-Hazelwood-Ln-Trinity-Center-CA-96091/2104277220_zpid/		0	8	81 Hazelwood Ln	 Trinity Center	CA	96091
