ListKey	cooling	deck	dishwasher	heating	last_sold	laundry	num_rooms	num_stories	parking	porch	school_score	listing-type	price	zestimate	doz	property-address	bed	bath	area	year	lotsize	broker	property-link	security	TransitScore	WalkScore	Street	City	State	Zipcode
3832							0	1	0		2.333333333	Lot/Land For Sale	50000		6	"0 Vac/ave L Drt /Vic 35th, Palmdale, CA93552"					47480.4	Realty Executives Platinum	http://www.zillow.com/homedetails/0-Vac-ave-L-Drt-Vic-35th-Palmdale-CA-93552/2104277272_zpid/		0	2	0 Vac/ave L Drt /Vic 35th	 Palmdale	CA	93552
3833							0	1	0		2.666666667	Lot/Land For Sale	10000		6	"0 Vac/vic Avenue M12/144, Lake Los Angeles, CA93591"					109335.6	Realty Executives Platinum	http://www.zillow.com/homedetails/0-Vac-vic-Avenue-M12-144-Lake-Los-Angeles-CA-93591/2104277271_zpid/		0	0	0 Vac/vic Avenue M12/144	 Lake Los Angeles	CA	93591
3834							0	1	0		4.333333333	Lot/Land For Sale	11000		6	"0 Vac/vic Avenue Z/95th, Juniper Hills, CA93543"					439956	Realty Executives Platinum	http://www.zillow.com/homedetails/0-Vac-vic-Avenue-Z-95th-Juniper-Hills-CA-93543/2104277269_zpid/		0	0	0 Vac/vic Avenue Z/95th	 Juniper Hills	CA	93543
3835							0	1	0		7.666666667	Lot/Land For Sale	15000		6	"0 Vac/vic Tick Canyon Rd/1 Mi N, Agua Dulce, CA91350"					223898.4	Realty Executives Platinum	http://www.zillow.com/homedetails/0-Vac-vic-Tick-Canyon-Rd-1-Mi-N-Agua-Dulce-CA-91350/2104277268_zpid/		0	0	0 Vac/vic Tick Canyon Rd/1 Mi N	 Agua Dulce	CA	91350
3836							0	1	0		6	Lot/Land For Sale	30000		6	"0 Vac/vic Avenue C4/109 Stw, Antelope Acres, CA93536"					91040.4	Realty Executives Platinum	http://www.zillow.com/homedetails/0-Vac-vic-Avenue-C4-109-Stw-Antelope-Acres-CA-93536/2104277267_zpid/		0	0	0 Vac/vic Avenue C4/109 Stw	 Antelope Acres	CA	93536
3837							0	1	0		5	Lot/Land For Sale	20000		6	"0 Vac/vic Avenue W4/150, Llano, CA93591"					875556	Realty Executives Platinum	http://www.zillow.com/homedetails/0-Vac-vic-Avenue-W4-150-Llano-CA-93591/2104277265_zpid/		0	0	0 Vac/vic Avenue W4/150	 Llano	CA	93591
3838							0	1	0		3.5	Lot/Land For Sale	90000		6	"0 Vac/ave S/136th, Littlerock, CA93543"					1136916	Realty Executives Platinum	http://www.zillow.com/homedetails/0-Vac-ave-S-136th-Littlerock-CA-93543/2104277264_zpid/		0	0	0 Vac/ave S/136th	 Littlerock	CA	93543
3839							0	1	0		5	Lot/Land For Sale	25000		6	"0 Vac/vic Avenue W8/150, Llano, CA93591"					109335.6	Realty Executives Platinum	http://www.zillow.com/homedetails/0-Vac-vic-Avenue-W8-150-Llano-CA-93591/2104277266_zpid/		0	0	0 Vac/vic Avenue W8/150	 Llano	CA	93591
3840							5	1	0		4.333333333	House For Sale	528000	530000	6	"3303 E Del Mar Blvd, Pasadena, CA91107"	2	1		1950	"7,492"	RE/MAX PREMIER PROPERTIES	http://www.zillow.com/homedetails/3303-E-Del-Mar-Blvd-Pasadena-CA-91107/20878433_zpid/		0	59	3303 E Del Mar Blvd	 Pasadena	CA	91107
3841					"188,000"		7	1	0		7	House For Sale	279900	282000	6	"1033 Treasure Ln, Roseville, CA95678"	4	2	1510	1979	"8,712"	RE/MAX GOLD	http://www.zillow.com/homedetails/1033-Treasure-Ln-Roseville-CA-95678/17657108_zpid/		20	23	1033 Treasure Ln	 Roseville	CA	95678
3842	1			1	"83,000"		4	1	0		4.333333333	House For Sale	89000	124000	6	"1436 South Ave, Orange Cove, CA93646"	4	2	1382	1997	"7,000"	Century 21 C. Watson	http://www.zillow.com/homedetails/1436-South-Ave-Orange-Cove-CA-93646/18679935_zpid/		0	38	1436 South Ave	 Orange Cove	CA	93646
3843					"285,000"		0	1	0		7	Apartment For Sale	449000		6	"6121-6123 Horton Dr, LA MESA, CA91942"			1518	1953	"6,534"	Coldwell Banker Residential Brokerage - San Diego Metro / Mission Valley	http://www.zillow.com/homedetails/6121-6123-Horton-Dr-La-Mesa-CA-91942/17024284_zpid/		0	33	6121-6123 Horton Dr	 LA MESA	CA	91942
3844	1		1	1	"122,000"		2	1	2		4.333333333	Townhouse For Sale	219000	227000	6	"12621 Ralston Ave # 134, Sylmar, CA91342"	2	2	1052	1982	104544	Pinnacle Estate Properties Inc.	http://www.zillow.com/homedetails/12621-Ralston-Ave-134-Sylmar-CA-91342/20071205_zpid/		0	41	12621 Ralston Ave # 134	 Sylmar	CA	91342
3845	1			1	"580,000"		8	1	2		5.666666667	House For Sale	715000	673000	6	"1126 Big Basin Rd, Livermore, CA94551"	4	3	2141	1998	"5,662"	RE/MAX ACCORD	http://www.zillow.com/homedetails/1126-Big-Basin-Rd-Livermore-CA-94551/24953678_zpid/		0	45	1126 Big Basin Rd	 Livermore	CA	94551
3846	1			1	"799,000"		4	1	1		4	House For Sale	700000	421000	6	"16248 Norlene Way, Grass Valley, CA95949"	4	2	2621	2005	17424		http://www.zillow.com/homedetails/16248-Norlene-Way-Grass-Valley-CA-95949/68553257_zpid/		0	10	16248 Norlene Way	 Grass Valley	CA	95949
3847					"345,000"		3	1	0		2.333333333	House For Sale	549000		6	"13832 Adair Ave, Grass Valley, CA95949"	3	3	2315	1981	298821.6	Coldwell Banker Grass Roots Realty	http://www.zillow.com/homedetails/13832-Adair-Ave-Grass-Valley-CA-95949/19424509_zpid/		0	0	13832 Adair Ave	 Grass Valley	CA	95949
3848					"43,000"		3	1	0		4.333333333	House For Sale	119900	83000	6	"112 Warren Ave, Bakersfield, CA93308"	3	1	1060	1954	"7,779"	Tholco Real Estate Group	http://www.zillow.com/homedetails/112-Warren-Ave-Bakersfield-CA-93308/18922095_zpid/		41	62	112 Warren Ave	 Bakersfield	CA	93308
3849							0	1	0			Lot/Land For Sale	444900			"0 Swiss Ranch Rd, Mountain Ranch, CA95245"					468	CENTURY 21 Sierra Properties	http://www.zillow.com/homedetails/0-Swiss-Ranch-Rd-Mountain-Ranch-CA-95245/2104278058_zpid/		0	0	0 Swiss Ranch Rd	 Mountain Ranch	CA	95245
3850				1		1	2	1	0		3	Home For Sale	39500		6	"1750 S Main St SPC 56, Willits, CA95490"	2	1		1995		"Coldwell Banker Mendo Realty, Inc."	http://www.zillow.com/homedetails/1750-S-Main-St-SPC-56-Willits-CA-95490/19223908_zpid/		0	45	1750 S Main St SPC 56	 Willits	CA	95490
3851					"280,000"		2	1	0		6	House For Sale	145000		6	"2378 Barbour Rd, Valley Springs, CA95252"	2	1		1979	56628	CENTURY 21 Tri-Dam Realty	http://www.zillow.com/homedetails/2378-Barbour-Rd-Valley-Springs-CA-95252/83323812_zpid/		0	31	2378 Barbour Rd	 Valley Springs	CA	95252
3852					"83,500"		6	1	7		5.333333333	Foreclosure	165000		6	"1164 Lincolnwood Cir, Hanford, CA93230"	3	2	1288	1961	"8,118"	CENTURY 21 The United Group	http://www.zillow.com/homedetails/1164-Lincolnwood-Cir-Hanford-CA-93230/19068336_zpid/		0	16	1164 Lincolnwood Cir	 Hanford	CA	93230
3853					"217,500"		3	1	0		7.5	House For Sale	323000		6	"13607 Red Dog Rd, Nevada City, CA95959"	3	2	1497	1976		"CENTURY 21 Davis Realty, Inc."	http://www.zillow.com/homedetails/13607-Red-Dog-Rd-Nevada-City-CA-95959/19449697_zpid/		0	0	13607 Red Dog Rd	 Nevada City	CA	95959
3854	1		1	1	"200,000"		3	1	8		9	House For Sale	290000		6	"1227 E Muncie Ave, Fresno, CA93720"	3	2	2012	1989	"6,500"	CENTURY 21 C. Watson	http://www.zillow.com/homedetails/1227-E-Muncie-Ave-Fresno-CA-93720/18690195_zpid/		35	37	1227 E Muncie Ave	 Fresno	CA	93720
3855			1	1	"945,000"	1	4	1	2	1	7.666666667	House For Sale	1075000		6	"2986 W Evans Rd, San Diego, CA92106"	4	3	2838	2004	"3,825"	Pacific Sotheby's International Realty	http://www.zillow.com/homedetails/2986-W-Evans-Rd-San-Diego-CA-92106/60281606_zpid/		0	82	2986 W Evans Rd	 San Diego	CA	92106
3856		1	1	1		1	6	1	1		5.666666667	House For Sale	28000000		6	"101 Rutherford Hill Rd, SAINT HELENA, CA94574"	7	9	11716	1987	932184	Decker Bullock Sotheby's International Realty	http://www.zillow.com/homedetails/101-Rutherford-Hill-Rd-Saint-Helena-CA-94574/19404792_zpid/		0	9	101 Rutherford Hill Rd	 SAINT HELENA	CA	94574
3857					"390,000"		6	1	0		6	House For Sale	649000	643000	6	"5933 Mabie Ct, San Jose, CA95123"	3	2	1072	1971	"5,999"	Realty World - Dominion	http://www.zillow.com/homedetails/5933-Mabie-Ct-San-Jose-CA-95123/19831345_zpid/		0	52	5933 Mabie Ct	 San Jose	CA	95123
3858	1	1	1	1	"70,000"	1	6	1	1	1	4	House For Sale	149990		6	"6243 Holly Spring Ct, Citrus Heights, CA95621"	3	2	1322	1980	871	Better Homes and Gardens Real Estate Reliance Partners	http://www.zillow.com/homedetails/6243-Holly-Spring-Ct-Citrus-Heights-CA-95621/26025644_zpid/	1	0	42	6243 Holly Spring Ct	 Citrus Heights	CA	95621
3859	1	1	1	1	"128,000"		9	1	1		7	Foreclosure	315900		6	"278 Maple Dr, LAKE ARROWHEAD, CA92352"	3	2	2032	1972	"4,791"	CENTURY 21 Rose Realty	http://www.zillow.com/homedetails/278-Maple-Dr-Lake-Arrowhead-CA-92352/17408518_zpid/		0	28	278 Maple Dr	 LAKE ARROWHEAD	CA	92352
3860	1		1	1	"335,000"		3	1	3		7.666666667	House For Sale	825000	758000	6	"19510 Nashville St, Northridge, CA91326"	5	3	2986	1974	16552.8	Rodeo Realty	http://www.zillow.com/homedetails/19510-Nashville-St-Northridge-CA-91326/20158827_zpid/		0	25	19510 Nashville St	 Northridge	CA	91326
3861					"40,000"		3	1	0		5	House For Sale	334900	621000	6	"19375 Gas Point Rd, Cottonwood, CA96022"	3	3	2052	2002	179467.2	Real Estate Group	http://www.zillow.com/homedetails/19375-Gas-Point-Rd-Cottonwood-CA-96022/15248524_zpid/		0	1	19375 Gas Point Rd	 Cottonwood	CA	96022
3862	1		1	1	"310,000"	1	7	1	1	1	6.333333333	House For Sale	549900	534000	6	"1081 Tuttle Ave, Simi Valley, CA93065"	3		2140	1965	12632.4	Troop Real Estate Inc.	http://www.zillow.com/homedetails/1081-Tuttle-Ave-Simi-Valley-CA-93065/16455053_zpid/	1	0	29	1081 Tuttle Ave	 Simi Valley	CA	93065
3863	1		1	1	"765,000"		6	1	2		9.666666667	Condo For Sale	965000	740000	6	"45 Canyon Island Dr # 45, Newport Beach, CA92660"	2		1527	1976		First Team Real Estate	http://www.zillow.com/homedetails/45-Canyon-Island-Dr-45-Newport-Beach-CA-92660/25708196_zpid/		0	21	45 Canyon Island Dr # 45	 Newport Beach	CA	92660
3864	1		1	1	"453,000"		2	1	2		10	House For Sale	765000	879000	6	"217 Lonetree, Irvine, CA92603"	2	2	1610	2003	435	Surterre Properties Inc.	http://www.zillow.com/homedetails/217-Lonetree-Irvine-CA-92603/63117968_zpid/		0	11	217 Lonetree	 Irvine	CA	92603
3865	1		1	1	"175,000"		2	1	2		9	Condo For Sale	329000	458000	6	"25641 Indian Hill Ln UNIT B, Laguna Hills, CA92653"	2	2	1200	1985		"Evergreen Realty, HomeSmart"	http://www.zillow.com/homedetails/25641-Indian-Hill-Ln-UNIT-B-Laguna-Hills-CA-92653/79807888_zpid/		0	24	25641 Indian Hill Ln UNIT B	 Laguna Hills	CA	92653
3866	1				"305,000"		7	1	2		7	House For Sale	449900		6	"12420 Rives Ave, Downey, CA90242"	2	1	1210	1943	"7,448"	CENTURY 21 Allstars	http://www.zillow.com/homedetails/12420-Rives-Ave-Downey-CA-90242/21046426_zpid/		0	61	12420 Rives Ave	 Downey	CA	90242
3867	1				"425,000"		7	1	2		7.666666667	House For Sale	575000	593000	6	"1251 Citrus Dr, La Habra, CA90631"	4	3	2055	1956	"9,583"	Coldwell Banker Excellence	http://www.zillow.com/homedetails/1251-Citrus-Dr-La-Habra-CA-90631/25102004_zpid/		0	55	1251 Citrus Dr	 La Habra	CA	90631
3868	1		1	1	"415,000"		4	1	4		6.333333333	House For Sale	544900	491000	6	"15347 Pastrana Dr, La Mirada, CA90638"	4	2	2031	1957	"6,229"	CENTURY 21 ALLSTARS	http://www.zillow.com/homedetails/15347-Pastrana-Dr-La-Mirada-CA-90638/21399855_zpid/	1	0	62	15347 Pastrana Dr	 La Mirada	CA	90638
3869	1			1	"347,000"		2	1	2		3.333333333	Condo For Sale	475000	446000	6	"411 W Seaside Way UNIT 705, Long Beach, CA90802"	2	2	1040	2007	33105.6	Doma Properties	http://www.zillow.com/homedetails/411-W-Seaside-Way-UNIT-705-Long-Beach-CA-90802/82582594_zpid/		0	90	411 W Seaside Way UNIT 705	 Long Beach	CA	90802
3870	1	1	1	1	"470,000"		2	1	2		9.333333333	House For Sale	495000	751000	6	"1706 Terra Bella, Irvine, CA92602"	2	3	1300	2000	"1,001"	"Surterre Properties, Inc"	http://www.zillow.com/homedetails/1706-Terra-Bella-Irvine-CA-92602/54978555_zpid/	1	24	45	1706 Terra Bella	 Irvine	CA	92602
3871	1	1	1	1	"349,000"		8	1	2		7	House For Sale	399900		6	"39543 Oakglen Rd, FAWNSKIN, CA92333"	4	2	1976	1964	17859.6	Coldwell BankerThe Tim Wood Group	http://www.zillow.com/homedetails/39543-Oakglen-Rd-Fawnskin-CA-92333/17381295_zpid/		0	4	39543 Oakglen Rd	 FAWNSKIN	CA	92333
3872	1	1		1	"119,990"		7	1	6		3.666666667	Foreclosure	204580	186000	6	"12787 Gifford Way, Victorville, CA92392"	4		1823	1992	"5,499"	REALHome Services and Solutions	http://www.zillow.com/homedetails/12787-Gifford-Way-Victorville-CA-92392/17641064_zpid/		19	2	12787 Gifford Way	 Victorville	CA	92392
3873	1			1	"474,500"		6	1	3		7.666666667	Foreclosure	446300	411000	6	"420 Sawmill Ln, Lincoln, CA95648"	2	2	1764	2005	"6,717"	REALHome Services and Solutions	http://www.zillow.com/homedetails/420-Sawmill-Ln-Lincoln-CA-95648/63468917_zpid/		0	20	420 Sawmill Ln	 Lincoln	CA	95648
3874	1			1	"350,000"		4	1	2		8.333333333	House For Sale	700000	638000	6	"24545 Kings Vw, Laguna Niguel, CA92677"	4	3	2159	1988	"4,486"	Keller Williams Mission Viejo	http://www.zillow.com/homedetails/24545-Kings-Vw-Laguna-Niguel-CA-92677/25569659_zpid/		0	8	24545 Kings Vw	 Laguna Niguel	CA	92677
3875	1		1	1	"399,000"		6	1	5		6.333333333	House For Sale	435000	472000	6	"130 N Trevor St, Anaheim, CA92806"	3	2	1448	1965	"6,969"	Keller Williams Realty	http://www.zillow.com/homedetails/130-N-Trevor-St-Anaheim-CA-92806/25344169_zpid/		38	20	130 N Trevor St	 Anaheim	CA	92806
3876	1	1	1	1	"529,000"	1	2	1	1	1	5.333333333	House For Sale	650000	641000	6	"10629 Challenge Blvd, La Mesa, CA91941"	5	2	2452	1955	15246	Keller Williams Realty	http://www.zillow.com/homedetails/10629-Challenge-Blvd-La-Mesa-CA-91941/17039652_zpid/		0	23	10629 Challenge Blvd	 La Mesa	CA	91941
3877	1			1	"231,000"		3	1	0		7.666666667	House For Sale	265000	267000	6	"2609 Sedona Ave, Chico, CA95973"	3	2	1471	2007	"4,791"	Keller Williams Realty Chico Area	http://www.zillow.com/homedetails/2609-Sedona-Ave-Chico-CA-95973/83146824_zpid/		0	31	2609 Sedona Ave	 Chico	CA	95973
3878					"46,500"		3	1	0		5.333333333	House For Sale	89900	86000	6	"794 Holmes Ln, SUGARLOAF, CA92386"	1	1		1980	"2,500"	Keller Williams - Big Bear Lake / Arrowhead	http://www.zillow.com/homedetails/794-Holmes-Ln-Sugarloaf-CA-92386/17623370_zpid/		0	15	794 Holmes Ln	 SUGARLOAF	CA	92386
3879				1	"850,000"		4	1	4		6.666666667	House For Sale	599000	756000	6	"11155 Shadow Ct, Auburn, CA95602"	4	4	3902	1992	100188	Keller Williams - Roseville	http://www.zillow.com/homedetails/11155-Shadow-Ct-Auburn-CA-95602/17693954_zpid/		0	10	11155 Shadow Ct	 Auburn	CA	95602
3880	1		1	1	"330,000"		8	1	2		4.333333333	Foreclosure	430000	413000	6	"15425 Superior St, North Hills, CA91343"	3	2	1327	1977	"5,532"	Keller Williams Realty-Antelope Valley	http://www.zillow.com/homedetails/15425-Superior-St-North-Hills-CA-91343/20136296_zpid/		0	25	15425 Superior St	 North Hills	CA	91343
3881	1			1		1	9	1	1		7.666666667	House For Sale	639000	572000	6	"1028 Walnut St, San Gabriel, CA91776"	3	3	1736	1930	12632.4	Dilbeck Real Estate	http://www.zillow.com/homedetails/1028-Walnut-St-San-Gabriel-CA-91776/20723568_zpid/		0	48	1028 Walnut St	 San Gabriel	CA	91776
3882					"60,000"		3	1	4		6	House For Sale	279900	284000	6	"19462 Mountain Mdws S, Hidden Valley Lake, CA95467"	3	3	2320	2005	"8,093"	Century 21 NorthBay Alliance	http://www.zillow.com/homedetails/19462-Mountain-Mdws-S-Hidden-Valley-Lake-CA-95467/64968567_zpid/		0	10	19462 Mountain Mdws S	 Hidden Valley Lake	CA	95467
3883							5	1	0		7.333333333	Auction	from $20K		6	"12345 & 12347 Main St, Fort Jones, CA96032"	5	4	2400	1975	43560	Auction.com	http://www.zillow.com/homedetails/12345-&-12347-Main-St-Fort-Jones-CA-96032/2104280120_zpid/		0	0	12345 & 12347 Main St	 Fort Jones	CA	96032
3884	1	1	1		"135,000"	1	8	1	1		1.666666667	House For Sale	199900	193000	6	"2121 Violet St, Sacramento, CA95825"	5	2	1353	1955	"5,662"	Keller Williams Realty	http://www.zillow.com/homedetails/2121-Violet-St-Sacramento-CA-95825/26091510_zpid/		37	64	2121 Violet St	 Sacramento	CA	95825
3885					"292,000"		4	1	0		4	House For Sale	339900	280000	6	"660 Lintner Rd, BIG BEAR LAKE, CA92315"	3		1068	1966	"5,227"	Sell Big Bear Team - Keller Wiliams	http://www.zillow.com/homedetails/660-Lintner-Rd-Big-Bear-Lake-CA-92315/17383702_zpid/		0	19	660 Lintner Rd	 BIG BEAR LAKE	CA	92315
3886			1	1	"395,000"	1	9	1	5		4.666666667	House For Sale	537500	512000	6	"1811 Cesar Chavez Dr, Oxnard, CA93030"	4	3	2543	2001	"4,356"	Keller Williams Realty	http://www.zillow.com/homedetails/1811-Cesar-Chavez-Dr-Oxnard-CA-93030/59692704_zpid/		0	65	1811 Cesar Chavez Dr	 Oxnard	CA	93030
3887		1			"295,000"		5	1	0		6	House For Sale	304900	313000	6	"244 N Mill St, Santa Paula, CA93060"	2	2	1170	1900	"6,534"	Metes & Bounds Realty	http://www.zillow.com/homedetails/244-N-Mill-St-Santa-Paula-CA-93060/16345025_zpid/		0	85	244 N Mill St	 Santa Paula	CA	93060
3888							3	1	0			House For Sale	85000	117000		"48646 Morgan Ln, Newberry Springs, CA92365"	3	2	1456	2005	871200	Oasis Properties	http://www.zillow.com/homedetails/48646-Morgan-Ln-Newberry-Springs-CA-92365/53060343_zpid/		0	0	48646 Morgan Ln	 Newberry Springs	CA	92365
3889					"94,500"		6	1	0		4.333333333	House For Sale	199950	185000	6	"12970 Bermuda Dunes Rd, VICTORVILLE, CA92395"	3	2	1710	1979	"7,200"	Good Deal Realty Inc.	http://www.zillow.com/homedetails/12970-Bermuda-Dunes-Rd-Victorville-CA-92395/17481463_zpid/		0	7	12970 Bermuda Dunes Rd	 VICTORVILLE	CA	92395
3890					"39,500"		7	1	0		4.333333333	House For Sale	73500	123000	6	"560 S G St, Tulare, CA93274"	3	2	1620	1968		Town Land and Coast Realty	http://www.zillow.com/homedetails/560-S-G-St-Tulare-CA-93274/16270937_zpid/		0	65	560 S G St	 Tulare	CA	93274
3891					"40,000"		5	1	0		4.666666667	House For Sale	68500	103000	6	"476 S West St, Tulare, CA93274"	3	1	1008	1960		Town Land and Coast Realty	http://www.zillow.com/homedetails/476-S-West-St-Tulare-CA-93274/16271714_zpid/		0	47	476 S West St	 Tulare	CA	93274
3892					"56,000"		5	1	1		4.666666667	House For Sale	125000	108000	6	"2341 N Locust Ct, Visalia, CA93291"	3	2	1032	1972	"6,000"	Century 21 Jordan-Link & Co.	http://www.zillow.com/homedetails/2341-N-Locust-Ct-Visalia-CA-93291/16235355_zpid/		0	54	2341 N Locust Ct	 Visalia	CA	93291
3893					"287,000"		7	1	9		5.666666667	Foreclosure	194000	194000	6	"571 Tamarack Ln, Lemoore, CA93245"	4	2	1964	1976	"9,424"	"Angel Lynn Realty, Inc"	http://www.zillow.com/homedetails/571-Tamarack-Ln-Lemoore-CA-93245/19071613_zpid/		0	43	571 Tamarack Ln	 Lemoore	CA	93245
3894					"45,500"		5	1	2		3.333333333	House For Sale	128900	101000	6	"301 N Ventura Ave, Farmersville, CA93223"	3	2	1118	1977		Town Land and Coast Realty	http://www.zillow.com/homedetails/301-N-Ventura-Ave-Farmersville-CA-93223/16257593_zpid/		0	51	301 N Ventura Ave	 Farmersville	CA	93223
3895					"130,000"		4	1	0		2.666666667	House For Sale	299000	151000	6	"10959 Robinwood Ln, Sonora, CA95370"	4	2	1247	1994	11761.2	SIERRA GOLD CA-PROPERTIES	http://www.zillow.com/homedetails/10959-Robinwood-Ln-Sonora-CA-95370/16190807_zpid/		0	0	10959 Robinwood Ln	 Sonora	CA	95370
3896					"233,000"		2	1	0		4.333333333	Condo For Sale	172000	156000	6	"471 Ballantyne St UNIT 65, El Cajon, CA92020"	2	2		1987		San Diego Home Search Realty	http://www.zillow.com/homedetails/471-Ballantyne-St-UNIT-65-El-Cajon-CA-92020/63478263_zpid/		0	61	471 Ballantyne St UNIT 65	 El Cajon	CA	92020
3897							2	1	0		6.666666667	Home For Sale	95000		6	"4890 1/2 Old Cliffs Rd, San Diego, CA92120"	2	2	1180	2005		Century 21 Award	http://www.zillow.com/homedetails/4890-1-2-Old-Cliffs-Rd-San-Diego-CA-92120/2104280484_zpid/		0	29	4890 1/2 Old Cliffs Rd	 San Diego	CA	92120
3898							2	1	0		7.333333333	Home For Sale	71900	220000	6	"8712 N Magnolia Ave SPC 275, Santee, CA92071"	2	2	1440	1973		Arthur Hallman Real Estate	http://www.zillow.com/homedetails/8712-N-Magnolia-Ave-SPC-275-Santee-CA-92071/2104878280_zpid/		0	46	8712 N Magnolia Ave SPC 275	 Santee	CA	92071
3899					"139,500"		3	1	2		8.333333333	House For Sale	400000	370000	6	"9734 Abbeywood Rd, Santee, CA92071"	3	2	1092	1960	"7,405"	Maxim Properties	http://www.zillow.com/homedetails/9734-Abbeywood-Rd-Santee-CA-92071/16879485_zpid/		0	56	9734 Abbeywood Rd	 Santee	CA	92071
3900			1		"525,000"	1	4	1	3		9.333333333	House For Sale	849000	941000	6	"7703 Corte Violeta, Carlsbad, CA92009"	4	3	2740	1996	24393.6	Pacific Sotheby's Int'l Realty	http://www.zillow.com/homedetails/7703-Corte-Violeta-Carlsbad-CA-92009/16711904_zpid/		23	29	7703 Corte Violeta	 Carlsbad	CA	92009
3901		1			"288,413"		4	1	2	1	7.666666667	House For Sale	749000	762000	6	"11027 Corte Playa Tampico, San Diego, CA92124"	4	3	2464	1990	"9,583"	Billionaires Row	http://www.zillow.com/homedetails/11027-Corte-Playa-Tampico-San-Diego-CA-92124/16873335_zpid/		0	24	11027 Corte Playa Tampico	 San Diego	CA	92124
3902	1	1	1	1	"515,500"	1	4	1	1		5	House For Sale	639950	490000	6	"22300 Wyandotte St, Canoga Park, CA91303"	4	3	1980	1965	"7,405"	"Reliant Realty, Inc."	http://www.zillow.com/homedetails/22300-Wyandotte-St-Canoga-Park-CA-91303/19867574_zpid/	1	0	65	22300 Wyandotte St	 Canoga Park	CA	91303
3903							3	1	0			House For Sale	225000			"32747 Angeles Frst, Acton, CA93550"	3	2	1352	1988	479160	HomeBased Realty	http://www.zillow.com/homedetails/32747-Angeles-Frst-Acton-CA-93550/2104280413_zpid/		0	0	32747 Angeles Frst	 Acton	CA	93550
3904							3	1	0		7	House For Sale	389900		6	"1258 Yukon Ct, Lake Arrowhead, CA92352"	3	3		1971		COLDWELL BANKER SKY RIDGE REALTY	http://www.zillow.com/homedetails/1258-Yukon-Ct-Lake-Arrowhead-CA-92352/2104280527_zpid/		0	1	1258 Yukon Ct	 Lake Arrowhead	CA	92352
3905					500		3	1	2		6	House For Sale	485000	482000	6	"1653 Vista Del Valle Blvd, El Cajon, CA92019"	3	2	1969	1954	19602	Realty Executives All Area	http://www.zillow.com/homedetails/1653-Vista-Del-Valle-Blvd-El-Cajon-CA-92019/17054667_zpid/		0	5	1653 Vista Del Valle Blvd	 El Cajon	CA	92019
3906							0	1	0		9.333333333	Lot/Land For Sale	4998000		6	"0 Kingsley Ave, Los Altos Hills, CA94022"						Alain Pinel Realtors	http://www.zillow.com/homedetails/0-Kingsley-Ave-Los-Altos-Hills-CA-94022/2104280700_zpid/		0	34	0 Kingsley Ave	 Los Altos Hills	CA	94022
3907	1			1	"240,000"		3	1	0		4.333333333	House For Sale	249000	253000	6	"59545 Kgkj Ranch Rd, Anza, CA92539"	3	3	2046	2005	201682.8	HomeQuest Advantage Properties	http://www.zillow.com/homedetails/59545-Kgkj-Ranch-Rd-Anza-CA-92539/69262139_zpid/		0	0	59545 Kgkj Ranch Rd	 Anza	CA	92539
